,prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier,days_to_respond,year_month
11694,111694,Hospitality,Large (250+),Northeast,Cash Back 2%,Cold List,600-649,7-15 yrs,2023-09-11,,0,0,1.72,0.0,-1.0,,Not Acquired,,2023-09
11695,111695,Technology,Small (10-49),Northeast,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2023-03-21,,0,0,1.94,0.0,-1.0,,Not Acquired,,2023-03
11696,111696,Finance,Small (10-49),Midwest,Rewards Points 3x,Cold List,650-699,3-7 yrs,2023-10-04,,0,0,2.08,0.0,-1.0,,Not Acquired,,2023-10
11697,111697,Retail,Micro (1-9),Northeast,Rewards Points 3x,Partner Referral,800+,1-3 yrs,2023-05-08,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-05
11698,111698,Healthcare,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,650-699,1-3 yrs,2024-06-28,,0,0,2.23,0.0,-1.0,,Not Acquired,,2024-06
11699,111699,Hospitality,Medium (50-249),Southwest,Rewards Points 3x,Lookalike Audience,600-649,15+ yrs,2023-04-23,,0,0,2.08,0.0,-1.0,,Not Acquired,,2023-04
11700,111700,Construction,Medium (50-249),Midwest,No Annual Fee,Partner Referral,800+,7-15 yrs,2024-12-01,,0,0,1.62,0.0,-1.0,,Not Acquired,,2024-12
11701,111701,Retail,Micro (1-9),Northeast,Cash Back 2%,Past Inquiry,700-749,15+ yrs,2024-07-15,,0,0,1.88,0.0,-1.0,,Not Acquired,,2024-07
11702,111702,Manufacturing,Small (10-49),Northeast,Cash Back 2%,Past Inquiry,750-799,7-15 yrs,2024-02-21,,0,0,1.8,0.0,-1.0,,Not Acquired,,2024-02
11703,111703,Technology,Medium (50-249),Northeast,Rewards Points 3x,Partner Referral,750-799,7-15 yrs,2023-03-09,,0,0,2.05,0.0,-1.0,,Not Acquired,,2023-03
11704,111704,Hospitality,Medium (50-249),Southeast,Cash Back 2%,Cold List,650-699,<1 yr,2023-12-04,,0,0,1.75,0.0,-1.0,,Not Acquired,,2023-12
11705,111705,Technology,Medium (50-249),Midwest,Rewards Points 3x,Past Inquiry,650-699,15+ yrs,2024-10-17,2024-10-26,1,1,2.18,35939.44,328.7196,2.18,High Value,9 days,2024-10
11706,111706,Real Estate,Medium (50-249),Southeast,No Annual Fee,Partner Referral,700-749,7-15 yrs,2024-01-07,,0,0,1.62,0.0,-1.0,,Not Acquired,,2024-01
11707,111707,Logistics,Micro (1-9),Northeast,No Annual Fee,Past Inquiry,750-799,7-15 yrs,2023-12-08,,0,0,1.71,0.0,-1.0,,Not Acquired,,2023-12
11708,111708,Real Estate,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2023-10-07,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-10
11709,111709,Logistics,Medium (50-249),Northeast,Rewards Points 3x,Partner Referral,750-799,7-15 yrs,2023-05-30,,0,0,2.1,0.0,-1.0,,Not Acquired,,2023-05
11710,111710,Real Estate,Medium (50-249),Northeast,0% Intro APR,Cold List,600-649,3-7 yrs,2023-08-20,,0,0,1.97,0.0,-1.0,,Not Acquired,,2023-08
11711,111711,Healthcare,Large (250+),West,No Annual Fee,Cold List,700-749,7-15 yrs,2023-10-08,,0,0,1.65,0.0,-1.0,,Not Acquired,,2023-10
11712,111712,Construction,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,650-699,7-15 yrs,2023-01-11,,0,0,1.73,0.0,-1.0,,Not Acquired,,2023-01
11713,111713,Healthcare,Micro (1-9),Northeast,0% Intro APR,Lookalike Audience,750-799,<1 yr,2023-04-11,,0,0,1.93,0.0,-1.0,,Not Acquired,,2023-04
11714,111714,Retail,Medium (50-249),Northeast,No Annual Fee,Past Inquiry,650-699,15+ yrs,2024-01-22,,0,0,1.65,0.0,-1.0,,Not Acquired,,2024-01
11715,111715,Technology,Small (10-49),Southwest,Travel Miles 2x,Past Inquiry,600-649,15+ yrs,2023-08-16,,0,0,2.32,0.0,-1.0,,Not Acquired,,2023-08
11716,111716,Technology,Micro (1-9),West,Cash Back 2%,Cold List,800+,15+ yrs,2024-01-23,,0,0,1.79,0.0,-1.0,,Not Acquired,,2024-01
11717,111717,Education,Micro (1-9),West,No Annual Fee,Cold List,700-749,7-15 yrs,2023-04-18,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-04
11718,111718,Retail,Large (250+),West,0% Intro APR,Lookalike Audience,750-799,<1 yr,2023-05-07,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-05
11719,111719,Retail,Micro (1-9),Midwest,No Annual Fee,Cold List,750-799,7-15 yrs,2023-06-29,,0,0,1.68,0.0,-1.0,,Not Acquired,,2023-06
11720,111720,Manufacturing,Micro (1-9),West,Rewards Points 3x,Cold List,650-699,1-3 yrs,2024-06-23,,0,0,2.16,0.0,-1.0,,Not Acquired,,2024-06
11721,111721,Technology,Micro (1-9),Southwest,0% Intro APR,Cold List,700-749,7-15 yrs,2023-11-10,,0,0,1.98,0.0,-1.0,,Not Acquired,,2023-11
11722,111722,Retail,Medium (50-249),Southeast,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2024-08-25,,0,0,2.17,0.0,-1.0,,Not Acquired,,2024-08
11723,111723,Technology,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,650-699,15+ yrs,2024-05-16,,0,0,2.21,0.0,-1.0,,Not Acquired,,2024-05
11724,111724,Manufacturing,Medium (50-249),Midwest,Rewards Points 3x,Past Inquiry,800+,3-7 yrs,2023-04-08,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-04
11725,111725,Manufacturing,Medium (50-249),West,Cash Back 2%,Cold List,700-749,<1 yr,2024-06-25,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-06
11726,111726,Education,Medium (50-249),Midwest,Rewards Points 3x,Partner Referral,700-749,3-7 yrs,2023-12-24,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-12
11727,111727,Logistics,Micro (1-9),West,No Annual Fee,Partner Referral,700-749,3-7 yrs,2024-12-18,,0,0,1.63,0.0,-1.0,,Not Acquired,,2024-12
11728,111728,Construction,Small (10-49),Northeast,Travel Miles 2x,Cold List,750-799,7-15 yrs,2024-08-08,,0,0,2.35,0.0,-1.0,,Not Acquired,,2024-08
11729,111729,Technology,Medium (50-249),Southwest,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2023-10-16,,0,0,1.98,0.0,-1.0,,Not Acquired,,2023-10
11730,111730,Hospitality,Micro (1-9),Southeast,No Annual Fee,Lookalike Audience,700-749,7-15 yrs,2024-07-18,,0,0,1.66,0.0,-1.0,,Not Acquired,,2024-07
11731,111731,Education,Micro (1-9),Northeast,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2023-10-05,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-10
11732,111732,Hospitality,Large (250+),Southwest,Travel Miles 2x,Past Inquiry,700-749,7-15 yrs,2024-09-14,,0,0,2.23,0.0,-1.0,,Not Acquired,,2024-09
11733,111733,Manufacturing,Large (250+),Southwest,0% Intro APR,Past Inquiry,800+,1-3 yrs,2023-04-12,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-04
11734,111734,Manufacturing,Micro (1-9),West,No Annual Fee,Cold List,800+,3-7 yrs,2023-02-19,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-02
11735,111735,Logistics,Small (10-49),West,Cash Back 2%,Cold List,650-699,1-3 yrs,2023-06-24,,0,0,1.84,0.0,-1.0,,Not Acquired,,2023-06
11736,111736,Logistics,Micro (1-9),Southeast,Rewards Points 3x,Cold List,750-799,15+ yrs,2023-11-22,,0,0,2.03,0.0,-1.0,,Not Acquired,,2023-11
11737,111737,Logistics,Small (10-49),West,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2024-02-03,,0,0,2.26,0.0,-1.0,,Not Acquired,,2024-02
11738,111738,Education,Micro (1-9),Northeast,Travel Miles 2x,Past Inquiry,750-799,3-7 yrs,2023-07-05,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-07
11739,111739,Finance,Small (10-49),West,0% Intro APR,Past Inquiry,650-699,<1 yr,2023-12-20,,0,0,1.9,0.0,-1.0,,Not Acquired,,2023-12
11740,111740,Education,Micro (1-9),Northeast,Travel Miles 2x,Cold List,650-699,3-7 yrs,2024-11-25,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-11
11741,111741,Technology,Micro (1-9),West,Cash Back 2%,Cold List,750-799,7-15 yrs,2024-06-28,,0,0,1.79,0.0,-1.0,,Not Acquired,,2024-06
11742,111742,Healthcare,Large (250+),West,0% Intro APR,Lookalike Audience,650-699,1-3 yrs,2024-07-18,,0,0,1.89,0.0,-1.0,,Not Acquired,,2024-07
11743,111743,Real Estate,Micro (1-9),Midwest,No Annual Fee,Cold List,700-749,<1 yr,2024-08-31,,0,0,1.58,0.0,-1.0,,Not Acquired,,2024-08
11744,111744,Logistics,Micro (1-9),Northeast,No Annual Fee,Cold List,650-699,7-15 yrs,2024-02-17,,0,0,1.59,0.0,-1.0,,Not Acquired,,2024-02
11745,111745,Healthcare,Small (10-49),West,Cash Back 2%,Past Inquiry,600-649,3-7 yrs,2024-05-03,,0,0,1.81,0.0,-1.0,,Not Acquired,,2024-05
11746,111746,Logistics,Medium (50-249),Southwest,Cash Back 2%,Past Inquiry,750-799,15+ yrs,2024-08-29,,0,0,1.74,0.0,-1.0,,Not Acquired,,2024-08
11747,111747,Technology,Micro (1-9),Southwest,Cash Back 2%,Cold List,600-649,3-7 yrs,2023-05-11,,0,0,1.88,0.0,-1.0,,Not Acquired,,2023-05
11748,111748,Hospitality,Micro (1-9),Southeast,No Annual Fee,Cold List,700-749,7-15 yrs,2023-09-23,,0,0,1.64,0.0,-1.0,,Not Acquired,,2023-09
11749,111749,Retail,Small (10-49),Southwest,Cash Back 2%,Cold List,750-799,3-7 yrs,2023-01-10,,0,0,1.85,0.0,-1.0,,Not Acquired,,2023-01
11750,111750,Finance,Micro (1-9),Southwest,Travel Miles 2x,Past Inquiry,800+,<1 yr,2024-12-04,,0,0,2.25,0.0,-1.0,,Not Acquired,,2024-12
11751,111751,Manufacturing,Small (10-49),Midwest,Cash Back 2%,Cold List,650-699,1-3 yrs,2024-06-09,,0,0,1.75,0.0,-1.0,,Not Acquired,,2024-06
11752,111752,Retail,Medium (50-249),Northeast,Travel Miles 2x,Cold List,700-749,3-7 yrs,2024-12-31,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-12
11753,111753,Technology,Micro (1-9),Midwest,Cash Back 2%,Lookalike Audience,700-749,7-15 yrs,2023-06-09,,0,0,1.72,0.0,-1.0,,Not Acquired,,2023-06
11754,111754,Hospitality,Micro (1-9),Midwest,No Annual Fee,Lookalike Audience,600-649,1-3 yrs,2024-11-04,,0,0,1.63,0.0,-1.0,,Not Acquired,,2024-11
11755,111755,Logistics,Large (250+),West,Rewards Points 3x,Cold List,650-699,7-15 yrs,2023-05-10,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-05
11756,111756,Technology,Medium (50-249),Southwest,Rewards Points 3x,Partner Referral,600-649,1-3 yrs,2023-05-27,,0,0,2.02,0.0,-1.0,,Not Acquired,,2023-05
11757,111757,Logistics,Micro (1-9),Southwest,Rewards Points 3x,Partner Referral,650-699,1-3 yrs,2024-01-23,,0,0,2.09,0.0,-1.0,,Not Acquired,,2024-01
11758,111758,Real Estate,Micro (1-9),Northeast,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2024-08-04,,0,0,1.8,0.0,-1.0,,Not Acquired,,2024-08
11759,111759,Healthcare,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,1-3 yrs,2023-10-01,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-10
11760,111760,Construction,Micro (1-9),Southwest,0% Intro APR,Cold List,700-749,15+ yrs,2023-02-24,,0,0,1.94,0.0,-1.0,,Not Acquired,,2023-02
11761,111761,Manufacturing,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,600-649,1-3 yrs,2024-10-16,,0,0,1.76,0.0,-1.0,,Not Acquired,,2024-10
11762,111762,Healthcare,Small (10-49),Southwest,Travel Miles 2x,Lookalike Audience,700-749,<1 yr,2024-01-15,,0,0,2.21,0.0,-1.0,,Not Acquired,,2024-01
11763,111763,Hospitality,Micro (1-9),Southeast,Rewards Points 3x,Lookalike Audience,600-649,7-15 yrs,2024-12-25,,0,0,2.07,0.0,-1.0,,Not Acquired,,2024-12
11764,111764,Logistics,Small (10-49),Northeast,No Annual Fee,Cold List,600-649,1-3 yrs,2023-09-13,2023-10-11,1,1,1.67,7933.58,94.0129,1.67,Mid Value,28 days,2023-09
11765,111765,Manufacturing,Small (10-49),Northeast,Rewards Points 3x,Past Inquiry,650-699,3-7 yrs,2024-09-15,,0,0,2.18,0.0,-1.0,,Not Acquired,,2024-09
11766,111766,Real Estate,Small (10-49),Northeast,Travel Miles 2x,Cold List,700-749,3-7 yrs,2024-03-04,,0,0,2.24,0.0,-1.0,,Not Acquired,,2024-03
11767,111767,Real Estate,Small (10-49),Northeast,No Annual Fee,Lookalike Audience,650-699,3-7 yrs,2024-12-24,,0,0,1.57,0.0,-1.0,,Not Acquired,,2024-12
11768,111768,Construction,Micro (1-9),Northeast,Travel Miles 2x,Cold List,700-749,3-7 yrs,2024-04-13,,0,0,2.33,0.0,-1.0,,Not Acquired,,2024-04
11769,111769,Hospitality,Micro (1-9),Southeast,Rewards Points 3x,Past Inquiry,650-699,3-7 yrs,2023-07-07,,0,0,2.03,0.0,-1.0,,Not Acquired,,2023-07
11770,111770,Real Estate,Micro (1-9),Northeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2024-03-25,,0,0,2.09,0.0,-1.0,,Not Acquired,,2024-03
11771,111771,Technology,Micro (1-9),West,Travel Miles 2x,Cold List,750-799,1-3 yrs,2023-12-29,,0,0,2.34,0.0,-1.0,,Not Acquired,,2023-12
11772,111772,Real Estate,Small (10-49),Midwest,Cash Back 2%,Cold List,750-799,15+ yrs,2024-04-24,,0,0,1.74,0.0,-1.0,,Not Acquired,,2024-04
11773,111773,Real Estate,Micro (1-9),Northeast,Rewards Points 3x,Lookalike Audience,650-699,7-15 yrs,2024-05-29,,0,0,2.18,0.0,-1.0,,Not Acquired,,2024-05
11774,111774,Healthcare,Small (10-49),Southeast,Travel Miles 2x,Past Inquiry,650-699,15+ yrs,2023-10-21,,0,0,2.36,0.0,-1.0,,Not Acquired,,2023-10
11775,111775,Retail,Micro (1-9),West,Travel Miles 2x,Partner Referral,650-699,1-3 yrs,2023-10-10,,0,0,2.26,0.0,-1.0,,Not Acquired,,2023-10
11776,111776,Technology,Micro (1-9),Northeast,No Annual Fee,Partner Referral,650-699,1-3 yrs,2024-03-14,,0,0,1.63,0.0,-1.0,,Not Acquired,,2024-03
11777,111777,Hospitality,Small (10-49),Southwest,No Annual Fee,Cold List,800+,1-3 yrs,2024-06-17,,0,0,1.67,0.0,-1.0,,Not Acquired,,2024-06
11778,111778,Education,Small (10-49),West,0% Intro APR,Lookalike Audience,800+,15+ yrs,2023-08-23,,0,0,1.98,0.0,-1.0,,Not Acquired,,2023-08
11779,111779,Education,Medium (50-249),Southeast,Travel Miles 2x,Cold List,600-649,15+ yrs,2023-11-09,,0,0,2.25,0.0,-1.0,,Not Acquired,,2023-11
11780,111780,Education,Micro (1-9),Midwest,No Annual Fee,Lookalike Audience,650-699,3-7 yrs,2024-10-12,,0,0,1.66,0.0,-1.0,,Not Acquired,,2024-10
11781,111781,Education,Micro (1-9),Southeast,Rewards Points 3x,Cold List,750-799,1-3 yrs,2023-03-31,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-03
11782,111782,Construction,Medium (50-249),Midwest,Travel Miles 2x,Cold List,650-699,1-3 yrs,2023-11-09,,0,0,2.25,0.0,-1.0,,Not Acquired,,2023-11
11783,111783,Logistics,Large (250+),West,Cash Back 2%,Cold List,750-799,<1 yr,2024-02-21,,0,0,1.82,0.0,-1.0,,Not Acquired,,2024-02
11784,111784,Manufacturing,Large (250+),West,0% Intro APR,Past Inquiry,650-699,7-15 yrs,2023-11-17,,0,0,1.91,0.0,-1.0,,Not Acquired,,2023-11
11785,111785,Construction,Small (10-49),Midwest,0% Intro APR,Past Inquiry,750-799,<1 yr,2023-04-03,,0,0,2.02,0.0,-1.0,,Not Acquired,,2023-04
11786,111786,Retail,Micro (1-9),Midwest,No Annual Fee,Past Inquiry,650-699,3-7 yrs,2024-10-11,,0,0,1.73,0.0,-1.0,,Not Acquired,,2024-10
11787,111787,Manufacturing,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,800+,3-7 yrs,2023-03-23,,0,0,1.76,0.0,-1.0,,Not Acquired,,2023-03
11788,111788,Education,Large (250+),Southeast,No Annual Fee,Partner Referral,650-699,<1 yr,2023-03-20,,0,0,1.68,0.0,-1.0,,Not Acquired,,2023-03
11789,111789,Education,Micro (1-9),Southeast,Travel Miles 2x,Cold List,600-649,1-3 yrs,2023-09-03,,0,0,2.31,0.0,-1.0,,Not Acquired,,2023-09
11790,111790,Real Estate,Large (250+),Southeast,Travel Miles 2x,Partner Referral,700-749,7-15 yrs,2023-04-06,,0,0,2.27,0.0,-1.0,,Not Acquired,,2023-04
11791,111791,Finance,Micro (1-9),West,No Annual Fee,Cold List,750-799,7-15 yrs,2023-06-19,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-06
11792,111792,Education,Small (10-49),Northeast,Cash Back 2%,Past Inquiry,700-749,1-3 yrs,2024-08-12,,0,0,1.84,0.0,-1.0,,Not Acquired,,2024-08
11793,111793,Healthcare,Micro (1-9),Southeast,Rewards Points 3x,Cold List,750-799,3-7 yrs,2023-02-28,,0,0,2.06,0.0,-1.0,,Not Acquired,,2023-02
11794,111794,Healthcare,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2023-03-28,,0,0,2.33,0.0,-1.0,,Not Acquired,,2023-03
11795,111795,Technology,Medium (50-249),Northeast,Cash Back 2%,Past Inquiry,650-699,15+ yrs,2023-10-20,,0,0,1.83,0.0,-1.0,,Not Acquired,,2023-10
11796,111796,Retail,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,650-699,<1 yr,2024-07-21,,0,0,2.22,0.0,-1.0,,Not Acquired,,2024-07
11797,111797,Education,Small (10-49),West,Travel Miles 2x,Cold List,750-799,15+ yrs,2024-05-19,,0,0,2.31,0.0,-1.0,,Not Acquired,,2024-05
11798,111798,Technology,Small (10-49),Northeast,Cash Back 2%,Cold List,750-799,7-15 yrs,2023-01-11,,0,0,1.76,0.0,-1.0,,Not Acquired,,2023-01
11799,111799,Technology,Small (10-49),Northeast,Rewards Points 3x,Cold List,750-799,1-3 yrs,2024-03-10,,0,0,2.13,0.0,-1.0,,Not Acquired,,2024-03
11800,111800,Construction,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,800+,7-15 yrs,2024-11-24,,0,0,2.34,0.0,-1.0,,Not Acquired,,2024-11
11801,111801,Education,Small (10-49),Northeast,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2024-06-04,,0,0,1.86,0.0,-1.0,,Not Acquired,,2024-06
11802,111802,Hospitality,Small (10-49),West,Travel Miles 2x,Past Inquiry,700-749,7-15 yrs,2023-05-20,,0,0,2.35,0.0,-1.0,,Not Acquired,,2023-05
11803,111803,Technology,Small (10-49),Southeast,Cash Back 2%,Cold List,700-749,7-15 yrs,2024-05-06,,0,0,1.88,0.0,-1.0,,Not Acquired,,2024-05
11804,111804,Hospitality,Micro (1-9),Northeast,No Annual Fee,Cold List,700-749,7-15 yrs,2024-05-24,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-05
11805,111805,Manufacturing,Small (10-49),West,Rewards Points 3x,Past Inquiry,750-799,7-15 yrs,2024-06-11,,0,0,2.07,0.0,-1.0,,Not Acquired,,2024-06
11806,111806,Healthcare,Small (10-49),Northeast,Rewards Points 3x,Past Inquiry,650-699,3-7 yrs,2024-12-02,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-12
11807,111807,Construction,Small (10-49),Northeast,Travel Miles 2x,Cold List,800+,15+ yrs,2024-11-24,,0,0,2.25,0.0,-1.0,,Not Acquired,,2024-11
11808,111808,Construction,Micro (1-9),Southeast,Travel Miles 2x,Cold List,750-799,3-7 yrs,2024-06-29,,0,0,2.14,0.0,-1.0,,Not Acquired,,2024-06
11809,111809,Technology,Medium (50-249),Southeast,No Annual Fee,Partner Referral,800+,7-15 yrs,2024-12-15,,0,0,1.6,0.0,-1.0,,Not Acquired,,2024-12
11810,111810,Technology,Micro (1-9),Southeast,Travel Miles 2x,Cold List,750-799,3-7 yrs,2023-05-08,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-05
11811,111811,Construction,Micro (1-9),Midwest,Travel Miles 2x,Cold List,800+,15+ yrs,2024-02-20,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-02
11812,111812,Technology,Small (10-49),Southeast,Cash Back 2%,Lookalike Audience,650-699,1-3 yrs,2023-01-15,,0,0,1.84,0.0,-1.0,,Not Acquired,,2023-01
11813,111813,Healthcare,Micro (1-9),Southeast,Cash Back 2%,Cold List,800+,7-15 yrs,2024-09-23,,0,0,1.88,0.0,-1.0,,Not Acquired,,2024-09
11814,111814,Real Estate,Medium (50-249),Southeast,0% Intro APR,Lookalike Audience,750-799,1-3 yrs,2023-07-14,,0,0,2.01,0.0,-1.0,,Not Acquired,,2023-07
11815,111815,Retail,Small (10-49),Northeast,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2023-01-08,,0,0,2.34,0.0,-1.0,,Not Acquired,,2023-01
11816,111816,Healthcare,Large (250+),Southwest,No Annual Fee,Lookalike Audience,650-699,7-15 yrs,2024-03-11,,0,0,1.64,0.0,-1.0,,Not Acquired,,2024-03
11817,111817,Real Estate,Small (10-49),Southeast,Rewards Points 3x,Lookalike Audience,800+,1-3 yrs,2024-12-20,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-12
11818,111818,Hospitality,Medium (50-249),West,0% Intro APR,Lookalike Audience,650-699,3-7 yrs,2024-07-01,,0,0,1.96,0.0,-1.0,,Not Acquired,,2024-07
11819,111819,Education,Micro (1-9),Southwest,No Annual Fee,Lookalike Audience,650-699,15+ yrs,2023-12-20,,0,0,1.58,0.0,-1.0,,Not Acquired,,2023-12
11820,111820,Healthcare,Small (10-49),Southeast,Rewards Points 3x,Cold List,650-699,7-15 yrs,2023-09-08,,0,0,2.12,0.0,-1.0,,Not Acquired,,2023-09
11821,111821,Retail,Large (250+),Southeast,Cash Back 2%,Partner Referral,700-749,15+ yrs,2024-11-08,,0,0,1.74,0.0,-1.0,,Not Acquired,,2024-11
11822,111822,Education,Small (10-49),Midwest,0% Intro APR,Cold List,650-699,1-3 yrs,2024-06-24,,0,0,1.96,0.0,-1.0,,Not Acquired,,2024-06
11823,111823,Healthcare,Medium (50-249),Southeast,No Annual Fee,Past Inquiry,700-749,1-3 yrs,2024-12-01,,0,0,1.6,0.0,-1.0,,Not Acquired,,2024-12
11824,111824,Education,Micro (1-9),West,Travel Miles 2x,Cold List,800+,7-15 yrs,2024-09-15,,0,0,2.34,0.0,-1.0,,Not Acquired,,2024-09
11825,111825,Hospitality,Medium (50-249),West,Travel Miles 2x,Lookalike Audience,700-749,1-3 yrs,2023-02-13,,0,0,2.35,0.0,-1.0,,Not Acquired,,2023-02
11826,111826,Technology,Micro (1-9),West,Rewards Points 3x,Cold List,650-699,1-3 yrs,2024-09-13,,0,0,2.01,0.0,-1.0,,Not Acquired,,2024-09
11827,111827,Real Estate,Micro (1-9),Southeast,Rewards Points 3x,Past Inquiry,600-649,15+ yrs,2024-04-04,,0,0,2.08,0.0,-1.0,,Not Acquired,,2024-04
11828,111828,Retail,Small (10-49),West,0% Intro APR,Past Inquiry,700-749,1-3 yrs,2023-06-22,,0,0,1.87,0.0,-1.0,,Not Acquired,,2023-06
11829,111829,Retail,Small (10-49),West,0% Intro APR,Cold List,700-749,1-3 yrs,2024-11-21,,0,0,1.98,0.0,-1.0,,Not Acquired,,2024-11
11830,111830,Finance,Micro (1-9),Southwest,0% Intro APR,Partner Referral,800+,<1 yr,2024-06-20,,0,0,2.01,0.0,-1.0,,Not Acquired,,2024-06
11831,111831,Technology,Micro (1-9),West,0% Intro APR,Cold List,800+,1-3 yrs,2023-08-19,,0,0,1.97,0.0,-1.0,,Not Acquired,,2023-08
11832,111832,Finance,Micro (1-9),Northeast,No Annual Fee,Cold List,700-749,3-7 yrs,2023-06-29,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-06
11833,111833,Logistics,Micro (1-9),Southwest,Cash Back 2%,Cold List,700-749,7-15 yrs,2023-03-18,,0,0,1.85,0.0,-1.0,,Not Acquired,,2023-03
11834,111834,Logistics,Medium (50-249),Southeast,Cash Back 2%,Lookalike Audience,750-799,1-3 yrs,2024-01-11,,0,0,1.85,0.0,-1.0,,Not Acquired,,2024-01
11835,111835,Logistics,Small (10-49),Northeast,0% Intro APR,Past Inquiry,650-699,3-7 yrs,2023-05-17,,0,0,1.9,0.0,-1.0,,Not Acquired,,2023-05
11836,111836,Logistics,Small (10-49),Northeast,Travel Miles 2x,Lookalike Audience,800+,1-3 yrs,2024-06-10,,0,0,2.26,0.0,-1.0,,Not Acquired,,2024-06
11837,111837,Logistics,Large (250+),Northeast,Travel Miles 2x,Lookalike Audience,650-699,1-3 yrs,2023-12-28,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-12
11838,111838,Finance,Small (10-49),Northeast,Cash Back 2%,Cold List,700-749,3-7 yrs,2023-02-22,,0,0,1.74,0.0,-1.0,,Not Acquired,,2023-02
11839,111839,Construction,Large (250+),West,Cash Back 2%,Lookalike Audience,800+,<1 yr,2024-03-08,,0,0,1.87,0.0,-1.0,,Not Acquired,,2024-03
11840,111840,Hospitality,Medium (50-249),Southwest,Rewards Points 3x,Past Inquiry,700-749,3-7 yrs,2024-05-22,,0,0,2.2,0.0,-1.0,,Not Acquired,,2024-05
11841,111841,Retail,Large (250+),Southeast,0% Intro APR,Partner Referral,650-699,1-3 yrs,2024-01-24,,0,0,2.02,0.0,-1.0,,Not Acquired,,2024-01
11842,111842,Hospitality,Large (250+),Southwest,Travel Miles 2x,Lookalike Audience,600-649,7-15 yrs,2023-06-24,,0,0,2.22,0.0,-1.0,,Not Acquired,,2023-06
11843,111843,Education,Small (10-49),West,Cash Back 2%,Partner Referral,750-799,7-15 yrs,2024-01-18,,0,0,1.8,0.0,-1.0,,Not Acquired,,2024-01
11844,111844,Construction,Micro (1-9),Southwest,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2023-04-26,,0,0,2.16,0.0,-1.0,,Not Acquired,,2023-04
11845,111845,Real Estate,Small (10-49),Southwest,0% Intro APR,Partner Referral,700-749,7-15 yrs,2023-12-13,,0,0,1.88,0.0,-1.0,,Not Acquired,,2023-12
11846,111846,Technology,Micro (1-9),Southeast,Cash Back 2%,Partner Referral,600-649,7-15 yrs,2024-11-26,,0,0,1.73,0.0,-1.0,,Not Acquired,,2024-11
11847,111847,Real Estate,Medium (50-249),Midwest,No Annual Fee,Lookalike Audience,800+,15+ yrs,2023-09-13,,0,0,1.58,0.0,-1.0,,Not Acquired,,2023-09
11848,111848,Manufacturing,Micro (1-9),West,No Annual Fee,Cold List,650-699,7-15 yrs,2024-07-06,,0,0,1.69,0.0,-1.0,,Not Acquired,,2024-07
